record_id	phytoplasma	host_group	host_family	host_species	country	reference_id	full_reference
88	not detected	insect	Cicadellidae	Cicadula lineatopunctata	Spain	Lavina et al 2006	Lavina, A., Sabate, J., Batlle, A. 2006. Spread and transmission of Bois noir phytoplasma in two regions of Spain. In: Proceedings of the 15th Meeting of the International Council for the Study of Virus and Virus-like Diseases of the Grapevine, Stellenbosch, South Africa. pp. 218–220
89	16SrI A	insect	Cicadellidae	Planicephalus flavicosta	Jamaica	Dabek 1982	Dabek, A.J. 1982. Transmission experiments on coconut lethal yellowing disease with Deltocephalus flavicosta Stål, a leafhopper vector of periwinkle phyllody in Jamaica. Phytopathologische Zeitschrift, 103: 109-119
90	not detected	insect	Cicadellidae	Cofana spectra	India	Singh et al 2002	Singh, V., Baitha, A., Sinha, O.K. 2002. Transmission of grassy shoot disease of sugarcane by a leafhopper (Deltocephalus ulgaris Dash & Viraktamath). Indian journal of sugarcane technology, 17: 1-2
91	not detected	insect	Cicadellidae	Macrosteles fascifrons	India	Singh et al 2002	Singh, V., Baitha, A., Sinha, O.K. 2002. Transmission of grassy shoot disease of sugarcane by a leafhopper (Deltocephalus ulgaris Dash & Viraktamath). Indian journal of sugarcane technology, 17: 1-2
92	not detected	insect	Cicadellidae	Nephotettix nigropictus	India	Singh et al 2002	Singh, V., Baitha, A., Sinha, O.K. 2002. Transmission of grassy shoot disease of sugarcane by a leafhopper (Deltocephalus ulgaris Dash & Viraktamath). Indian journal of sugarcane technology, 17: 1-2
93	not detected	insect	Cicadellidae	Nephotettix virescens	India	Singh et al 2002	Singh, V., Baitha, A., Sinha, O.K. 2002. Transmission of grassy shoot disease of sugarcane by a leafhopper (Deltocephalus ulgaris Dash & Viraktamath). Indian journal of sugarcane technology, 17: 1-2
94	not detected	insect	Delphacidae	Nilaparvata lugens	India	Singh et al 2002	Singh, V., Baitha, A., Sinha, O.K. 2002. Transmission of grassy shoot disease of sugarcane by a leafhopper (Deltocephalus ulgaris Dash & Viraktamath). Indian journal of sugarcane technology, 17: 1-2
95	not detected	insect	Delphacidae	Perkinsiella saccharacida	India	Singh et al 2002	Singh, V., Baitha, A., Sinha, O.K. 2002. Transmission of grassy shoot disease of sugarcane by a leafhopper (Deltocephalus ulgaris Dash & Viraktamath). Indian journal of sugarcane technology, 17: 1-2
96	not detected	insect	Derbidae	Proutista moesta	India	Singh et al 2002	Singh, V., Baitha, A., Sinha, O.K. 2002. Transmission of grassy shoot disease of sugarcane by a leafhopper (Deltocephalus ulgaris Dash & Viraktamath). Indian journal of sugarcane technology, 17: 1-2
97	not detected	insect	Delphacidae	Sogatella furcifera	India	Singh et al 2002	Singh, V., Baitha, A., Sinha, O.K. 2002. Transmission of grassy shoot disease of sugarcane by a leafhopper (Deltocephalus ulgaris Dash & Viraktamath). Indian journal of sugarcane technology, 17: 1-2
98	not detected	insect	Cicadellidae	Exitianus	India	Singh et al 2002	Singh, V., Baitha, A., Sinha, O.K. 2002. Transmission of grassy shoot disease of sugarcane by a leafhopper (Deltocephalus ulgaris Dash & Viraktamath). Indian journal of sugarcane technology, 17: 1-2
99	16SrXI B	insect	Cicadellidae	Deltocephalus vulgaris	India	Singh et al 2002	Singh, V., Baitha, A., Sinha, O.K. 2002. Transmission of grassy shoot disease of sugarcane by a leafhopper (Deltocephalus ulgaris Dash & Viraktamath). Indian journal of sugarcane technology, 17: 1-2
100	16SrI	insect	Cicadellidae	Endria inimicus	USA	Chiykowski 1963	Chiykowski, L.N. 1963. Endria inimica (Say) a new leafhopper vector of celery-infecting strain of aster yellows virus in barley and wheat. Cananadian Journal of Botany, 41: 669-672
101	16SrI	insect	Cicadellidae	Graminella nigrifrons	USA	Nault 1980	Nault, L.R. 1980. Maize bushy stunt and corn stunt: a comaprision of disease symptoms, pathogen host range, and vectors. The American Phytopathological Society, 70(7): 659-662
102	16SrXI B	insect	Cicadellidae	Matsumuratettix hiroglyphicus	Thailand	Hanbonsoong et al 2006	Hanbonsoong, Y., Ritthison, W., Choosai, C., Sirithorn, P. 2006. Transmission of sugarcane white leaf phytoplasma by Yamatotettix flavovittatus, a new leafhopper vector. Journal of Economic Entomology, 99(5): 1531-1537
103	16SrXI A	insect	Cicadellidae	Maiestas banda	Kenya	Obura et al 2009	Obura, E., Midega, C.A.O., Masiga, D., Pickett, J.A., Hassan, M., Koji, S., Kahan, Z.R. 2009. Recilia banda Kramer (Hemiptera, Cicadellidae), a vector of Napier stunt phytoplasma in Kenya. Naturwissenschaftern, 96(10): 1169-1176
104	16SrXXII B	insect	Cicadellidae	Maiestas mica	Côte d'Ivoire	de Chenon 1979	de Chenon, D.R. 1979. Mise en evidence du role de Recilia mica Kramer (Homoptera, Cicadellidae, Deltocephalinae) dans la maladie du blast des pépinières de palmier à huile en Cote d'Ivoire. Olégineux, 34(3): 107-112
105	16SrXII A	insect	Cicadellidae	Cechenotettix quadrinotatus	France	Boudon-Padieu & Cousins 1999	Boudon-Padieu, E., Cousins, M.T. 1999. Yellow decline of Lavandula hybrida Rev and L. vera DC. International Journal of Tropical Plant Diseases, 17(1/2): 1-34
106	16SrX A	insect	Cicadellidae	Fieberiella florii	Germany	Krczal et al 1989	Krczal, G., Krczal, H., Kunze, L. 1989. Fieberiella florii (Stal), a vector of apple proliferation agent. XIVth International Symposium on fruit tree virus diseases, Salonika, Greece, June 12-18, 1988, Acta Horticulturae (Wageningen), 235: 99-106
107	16SrI A	insect	Cicadellidae	Fieberiella florii	Canada	Lee et al 1998	Lee, I.-M., Gundersen-Rindal, D.E., Bertaccini, A. 1998. Phytoplasma: Ecology and Genomic Diversity. Phytopathology, 88(12): 1359-1366
108	16SrIII A	insect	Cicadellidae	Fieberiella florii	USA	Anthon & Wolfe 1951	Anthon, E.W., Wolfe, H.R. 1951. Additional insect vectors of western X-disease. Plant Disease Reports, 35: 245-246
109	16SrIII A	insect	Cicadellidae	Fieberiella florii	Canada	Lee et al 1998	Lee, I.-M., Gundersen-Rindal, D.E., Bertaccini, A. 1998. Phytoplasma: Ecology and Genomic Diversity. Phytopathology, 88(12): 1359-1366
110	16SrIII A	insect	Cicadellidae	Fieberiella florii	USA	Gilmer et al 1966	Gilmer, R.M., Palmiter, D.H., Schaefers, G.A., McEwen, F.L. 1966. Leafhopper transmission of X-disease virus of stone fruits in New York. New York State Agricultural Experiment (Geneva) Bulletin, 813: 22
111	16SrI B	insect	Cicadellidae	Dalbulus elimatus	USA	Niederhauser & Cervantes 1950	Niederhauser, J.S., Cervantes, J. 1950. Transmission of corn stunt in Mexico by a new insect vector, Baldulus elimatus. Phytopathology, 40: 20-21
112	16SrI B	insect	Cicadellidae	Dalbulus maidis	Mexico	Kunkel 1946	Kunkel, L.O. 1946. Leafhopper transmission of corn stunt. PNAS, 32: 246-247
113	16SrI C	insect	Cicadellidae	Macrosteles cristatus	Czech Republic	Brcak 1979	Brcak, J. 1979. Leafhopper and planthopper vectors of plant disease agents in central and southern Europe. In: Leafhopper Vectors and Plant Disease Agents, eds, K. Maramorosch, KF Harris. pp. 97-146. London: Academic Press
114	16SrIII B	insect	Cicadellidae	Macrosteles cristatus	Czech Republic	Brcak 1979	Brcak, J. 1979. Leafhopper and planthopper vectors of plant disease agents in central and southern Europe. In: Leafhopper Vectors and Plant Disease Agents, eds, K. Maramorosch, KF Harris. pp. 97-146. London: Academic Press
115	16SrI B	insect	Cicadellidae	Macrosteles laevis	Czech Republic	Brcak 1979	Brcak, J. 1979. Leafhopper and planthopper vectors of plant disease agents in central and southern Europe. In: Leafhopper Vectors and Plant Disease Agents, eds, K. Maramorosch, KF Harris. pp. 97-146. London: Academic Press
116	16SrXII	insect	Cicadellidae	Euscelis incisa	Czech Republic	Valenta et al 1961	Valenta, V., Musil, M., Misiga, S. 1961. Investigation on European yellows-type viruses. I. The stolbur virus. Phytopathologische Zeitschrift, 42, 1–38
117	16SrXII	insect	Cicadellidae	Aphrodes bicinctus	Czech Republic	Valenta et al 1961	Valenta, V., Musil, M., Misiga, S. 1961. Investigation on European yellows-type viruses. I. The stolbur virus. Phytopathologische Zeitschrift, 42, 1–38
118	16SrI C	insect	Cicadellidae	Macrosteles laevis	Czech Republic	Valenta et al 1961	Valenta, V., Musil, M., Misiga, S. 1961. Investigation on European yellows-type viruses. I. The stolbur virus. Phytopathologische Zeitschrift, 42, 1–38
119	16SrIII B	insect	Cicadellidae	Macrosteles laevis	Czech Republic	Brcak 1979	Brcak, J. 1979. Leafhopper and planthopper vectors of plant disease agents in central and southern Europe. In: Leafhopper Vectors and Plant Disease Agents, eds, K. Maramorosch, KF Harris. pp. 97-146. London: Academic Press
120	16SrXII A	insect	Cicadellidae	Macrosteles laevis	Turkey: Erzurum	Guclu & Ozbek 1991	Guclu, S., Ozbek, H. 1991. Studies on the vectors of MLOs caused stolbur disease of potatoes in Erzurum. Atatürk Üniversitesi Ziraat Fakültesi Dergisi, 22: 35-42
121	16SrI B	insect	Cicadellidae	Macrosteles severini	USA: Hawaii	Heu et al 2003	Heu, R.A., Kumashire, B.R., Hamasaki, R.T., Fukuda, S.K. 2003. Watercress leafhopper Macrosteles sp. nr. severini Hamilton (Homoptera: Cicadellidae). State of Hawaii, Department of Agriculture, New Pest Advisory, No 02-01
122	16SrI A	insect	Cicadellidae	Macrosteles quadrilineatus	USA	Gilmer 1954	Gilmer, R.M. 1954. Insect transmission of X-disease virus in New York. Plant Disease Reports, 38: 628-629
123	16SrI B	insect	Cicadellidae	Macrosteles quadrilineatus	USA: California	Esau et al 1976	Esau, K., Magyarosy, A.C., Breazeale, V. 1976. Studies of the mycoplasma-like organism in spinach leaves affected by the aster yellows disease. Protoplasma, 90: 189-203
124	16SrXII A	insect	Cicadellidae	Macrosteles quadripunctulatus	Spain	Batlle et al 2008	Batlle, A., Altabella, N., Sabate, J., Lavina, A. 2008. Study of the transmission of stolbur phytoplasma to different crop species, by Macrosteles quadripunctulatus. Annals of Applied Biology, 152: 235-242
125	not detected	insect	Cicadellidae	Macrosteles quadripunctulatus	Spain	Batlle et al 2008	Batlle, A., Altabella, N., Sabate, J., Lavina, A. 2008. Study of the transmission of stolbur phytoplasma to different crop species, by Macrosteles quadripunctulatus. Annals of Applied Biology, 152: 235-242
126	not characterized	insect	Cicadellidae	Macrosteles quadripunctulatus	Russia	Brcak 1979	Brcak, J. 1979. Leafhopper and planthopper vectors of plant disease agents in central and southern Europe. In: Leafhopper Vectors and Plant Disease Agents, eds, K. Maramorosch, KF Harris. pp. 97-146. London: Academic Press
127	16SrI B	insect	Cicadellidae	Scaphoideus titanus	Italy	Alma et al 2001	Alma, A., Palermo, S., Boccardo, G., Conti, M. 2001. Transmission of chrysanthemum yellows, a subgroup 16SrI-B phytoplasma, to grapevine by four leafhopper species. Journal of Plant Pathology, 83: 181-187
128	16SrI B	insect	Cicadellidae	Macrosteles quadripunctulatus	Italy	Alma et al 2001	Alma, A., Palermo, S., Boccardo, G., Conti, M. 2001. Transmission of chrysanthemum yellows, a subgroup 16SrI-B phytoplasma, to grapevine by four leafhopper species. Journal of Plant Pathology, 83: 181-187
129	16SrI B	insect	Cicadellidae	Macrosteles quadripunctulatus	Italy	Palermo et al 2001	Palermo, S., Arzone, A., Bosco, D. 2001. Vector-pathogen-host plant relationships of chrysanthemum yellows (CY) phytoplasma and the vector leafhoppers Macrosteles quadripunctulatus and Euscelidius variegatus. Entomologia Experimentalis et Applicata, 99(3): 347-354
130	16SrI	insect	Cicadellidae	Macrosteles severini	USA	Hamilton 1983	Hamilton, K.G.A. 1983. Introduced and native leafhoppers common to the Old and New Worlds (Rhynchota: Homoptera: Cicadellidae) . Canadian Entomologist, 115: 473–511
131	16SrI	insect	Cicadellidae	Macrosteles sexnotatus	Netherlands	van Slogteren & Muler 1972	van Slogteren, D.H.M., Muler, P.J. 1972. ‘Lissers’, a yellows disease in hyacinths, apparently caused by a mycoplasma. Mededelingen van de Faculteit Landbouwwetenschappen Rijksuniv. Gent., 37: 450-457
132	16SrI	insect	Cicadellidae	Macrosteles sexnotatus	Italy	Savio & Conti 1983	Savio, C., Conti, M. 1983. Epidemiology and transmission of plant mycoplasmas. In: Proceedings of the 13th Congresso Nazionale italiano di Entomologia, pp. 407-414
133	not characterized	insect	Cicadellidae	Macrosteles striifrons	Japan	Kato et al 1989	Kato, S., Iwanami, S., Tezuka, N. 1989. Occurrence and host range of anemone (Anemone coronaria L.) witches' broom in Shizuoka Prefecture. Japanese Journal of Phytopathology, 55(1): 64-66
134	16SrI B	insect	Cicadellidae	Macrosteles striifrons	Japan	Okuda et al 1997	Okuda, S., Prince, J.P., Davis, R.E., Dally, E.L., Lee, I.-M. 1997. Two groups of phytoplasmas from Japan distinguished on the basis of amplification and restriction analysis of 16S rDNA. Plant Disease, 81: 301-305
135	16SrI	insect	Cicadellidae	Macrosteles striifrons	Japan	Shiomi & Sugiura 1984	Shiomi, T., Sugiura, M. 1984. Differences among Macrosteles orientalis-transmitted MLO, potato purple-top wilt MLO in Japan and aster yellows MLO from USA. Annals of the Phytopathological Society of Japan, 50: 455-460
136	16SrI	insect	Cicadellidae	Macrosteles fascifrons	Japan	Shiomi & Sugiura 1984	Shiomi, T., Sugiura, M. 1984. Differences among Macrosteles orientalis-transmitted MLO, potato purple-top wilt MLO in Japan and aster yellows MLO from USA. Annals of the Phytopathological Society of Japan, 50: 455-460
137	not detected	insect	Cicadellidae	Macrosteles striifrons	Japan	Shiomi & Sugiura 1984	Shiomi, T., Sugiura, M. 1984. Differences among Macrosteles orientalis-transmitted MLO, potato purple-top wilt MLO in Japan and aster yellows MLO from USA. Annals of the Phytopathological Society of Japan, 50: 455-460
138	not detected	insect	Cicadellidae	Macrosteles fascifrons	Japan	Shiomi & Sugiura 1984	Shiomi, T., Sugiura, M. 1984. Differences among Macrosteles orientalis-transmitted MLO, potato purple-top wilt MLO in Japan and aster yellows MLO from USA. Annals of the Phytopathological Society of Japan, 50: 455-460
139	not characterized	insect	Cicadellidae	Macrosteles striifrons	Japan	Kato et al 1988	Kato, S., Shiomi, T., Wakibe, H., Iwanami, S. 1988. Tomato yellows transmitted by the leafhopper vector, Macrosteles orientalis Virbaste. Japanese Journal of Phytopathology, 54: 220–223
140	16SrI C	insect	Cicadellidae	Macrosteles viridigriseus	United Kingdom	Frazier & Posnette 1956	Frazier, N.W., Posnette, A.F. 1956. Leafhopper transmission of clover virus causing green petal disease strawberry. Nature, 177: 1040-1041
141	16SrXI B	insect	Cicadellidae	Exitianus indicus	Thailand	Hanbonsoong et al 2006	Hanbonsoong, Y., Ritthison, W., Choosai, C., Sirithorn, P. 2006. Transmission of sugarcane white leaf phytoplasma by Yamatotettix flavovittatus, a new leafhopper vector. Journal of Economic Entomology, 99(5): 1531-1537
142	16SrXI B	insect	Cicadellidae	Yamatotettix flavovittatus	Thailand	Hanbonsoong et al 2006	Hanbonsoong, Y., Ritthison, W., Choosai, C., Sirithorn, P. 2006. Transmission of sugarcane white leaf phytoplasma by Yamatotettix flavovittatus, a new leafhopper vector. Journal of Economic Entomology, 99(5): 1531-1537
143	16SrXI B	insect	Cicadellidae	Xestocephalus sp.	Thailand	Hanbonsoong et al 2006	Hanbonsoong, Y., Ritthison, W., Choosai, C., Sirithorn, P. 2006. Transmission of sugarcane white leaf phytoplasma by Yamatotettix flavovittatus, a new leafhopper vector. Journal of Economic Entomology, 99(5): 1531-1537
144	16SrIX	insect	Cicadellidae	Neoaliturus haematoceps	Israel	Weintraub et al 2004	Weintraub, G.P., Pivonia, S., Rosner, A., Gera, A. 2004. A new disease in Limonium latifolium Hybrids II, investigating insect vectors. HortScience, 39(5): 1060-1061
145	not characterized	insect	Cicadellidae	Neoaliturus haematoceps	Israel	Weintraub et al 2004	Weintraub, G.P., Pivonia, S., Rosner, A., Gera, A. 2004. A new disease in Limonium latifolium Hybrids II, investigating insect vectors. HortScience, 39(5): 1060-1061
146	not characterized	insect	Cicadellidae	Neoaliturus tenellus	USA	Oldfield et al 1977	Oldfield, G.N., Kaloostian, G.H., Pierce, H.D., Calavan, E.C., Granett, A.L., Blue, R.L., Rana, G.L., Gumpf, D.J. 1977. Transmission of Spiroplasma citri from citrus to citrus by Scaphytopius nitridus. Phytopathology, 67: 763-765
147	16SrVI A	insect	Cicadellidae	Neoaliturus tenellus	USA	Shaw et al 1993	Shaw, M.E., Kirkpatrick, B.C., Golino D.A. 1993. The beet leafhopper-transmitted virescence agent causes tomato big bud disease in California. Plant Disease, 77(3): 290-295
